"ulasan","label"
"Tolong di perbaiki lagi aplikasi ini,sering logout sendiri,untuk mengakses jg sangat lama. Disappointed Terimakasih.",0
"Setelah update kenapa jadi susah buat cek tiket ??? Loading terus. Harus pakai waifi dulu baru bisa dibuka .. Tolong dong diperbaiki !!",0
"Setelah update saya tidak bisa menggunakan promo alumni ITB dan QRIS tidak terdeteksi",0
"saat login lamaaAAAA",0
"Fitur lebih banyak dan tampilan lebih bagus tapi sayang lemotnya minta ampun, untuk memilih tempat duduk lama sekali, pembayaran tinggal menunggu kode pembayaran lama dan akhirnya time out, akhirnya jadi ngga dapat tiket, padahal ini untuk perjalanan mendadak. Beda jauh dengan waktu aplikasi yang lama, sat set bisa cepat ngga loading terus.",1
"Sangatt lemott",0
"Habis update malah ribet dan sangat sangat lemot, tolong di benahi lagi apa karena masih baru update belum dilalukan percobaan atau gmn, cth di pencarian stasiun kereta sangat lambat loading nya dan stasiun tidak di temukan padahal di versi sebelumnya bisa langsung ketemu dan cepat, pilih tempat duduk loading sampai 20 mnit blm slesai ahirnya beli di traveloka aja ,balikin ke versi sebelumnya aja,di tes dlu sampai benar2 jalan semua fiturnya sebelum apk nya di luncurin buat umum, smg d benerin",0
"Lebih nyaman dan cepat digunakan versi sblm ganti tampilan dll.",1
"Update besar2an aplikasi KAI semakin bagus, respon cepat dan UI keren. Cuma ada kekurangan yaitu metode pembayaran e wallet cuma ada opsi OVO, mungkin kedepan bisa ditambahkan wallet lain seperti gopay, shopeepay, dana atau virtual account.",1
"banyak tools tp lemot..suka time out..",0
"Dari segi tampilan udah oke tapi udah nyaman sama versi lama dan lebih satset tiap pembelian kerta KAJJ versi baru pendingnya lumayan lama",1
"Jadi ribet pengoperasiannya",0
"Setelah di update bukannya lebih baik malah zonk. tampilan dan pengoperasian lebih efisien versi lama sumpah, versi baru nyebelin. Aneh",0
"saya rasa upgrade version yg sekarang sangat menurun performanya, aplikasi menjadi lambat, terkesan berat, lalu banyak fitur yg kurang berguna sebenarnya,jauhh lebih baik versi sebelum updatenya baik dari performa maupun dari tampilan ui/ux yg lebih friendly versi sebelumnya, mohon ditinjau kembali upgrade app ini",1
"Setelah di update ke fitur baru jadi lemot bgt:(((",0
"aplikasi menjadi sangat lemot sesudah di update, tapi di aplikasi lain smuanya lancar dan cepat, susah login, susah booking, selalu lemot muter terus saya tunggu hampir 1 jam bulak balik masih saja lemot, aneh! diharuskan pesen online tapi aplikasinya kayak begini!! bukan mempermudah tapi mempersusah!",0
"Lemmootnya minta ampun, tolong segera di perbaiki sistemnya. Lebih baik uninstal klo lemot bgt kya gini",0
"Cepat,senyap,simpel......joooooooozzz berangkat..",1
"Kalau bisa tingatkan lemotnya. Update malah bikin lemot.",0
"padahal sinyal bagus tapi susah masuk ke apk terus udah di perbarui malah susah masuknya ini kenapa ya malah gini",1
"Hah ini apa malah jadi gabisa dibuka samsek daritadi buka cuma muncul logone tok ga berfungsi samsek",0
"Tolong atuh perbaiki kualitas nya kan banyak yang pake aplikasi ini seharusnya lebih ditingkatkan lagi. Jangan tiba tiba keluar sendiri akun nya trs susah login lagi nya loading nya lama banget ampun",0
"Aplikasi yang baru tampilannya makin ribet, enak yang dulu tampilan simple dan lebih cepat dalam proses transaksi nya. Mungkin bisa diperbaiki lagi, dengan tidak terlalu meninggalkan tampilan lama yang lebih sederhana dan tidak ribet dalam proses pemesanan tiket",1
"makin update makin jelek",0
"System basi, lemot, engginer app basi transfer tiket keburu kiamat otp email dah bener muncul eror java terus",0
"Makin kesini makin susah terhubung, sering gagal scan atau pembayaran lain.. Ngapain nyediain aplikasi kalo masih eror dan gak bisa stabil. Mending beli di loker. Makin payah ðŸ‘Ž",0
"Gak bisa log in,koneksi timeout terus",0
"mending app yg sebelumnya",0
"Update versi terbaru tidak efisien dalam pencarian dan pembelian tiket, perlu diperbaiki untuk tiket yang sudah sold sebaiknya tidak muncul seperti versi sebelumnya. Sebagus bagusnya pelayanan adalah mendengarkan keluhan pengguna",1
"Gblog ud ufdatr provider telkomsel gk masuk2 tolol aplikasi mening aplikasi yg dulu simpel ink stuk d tampilan gk masuk2 menu Pesen tiket d waktu smntara waktu habis untuk loading melakjkan pembayaran aplikasi samph makin buruk pelayanan",0
"Sangat membantu sekali",1
"Buruk sangat buruk .. Reload sangat lama . Bahkan 15 menit pun .. Tiba2 no respon donk. 2x ketinggalan kereta gara2 reloadnya lama ... Bener bener mau ngatain kenapa sih d ubah ubah .. Kl prosesnya lama. Tolong perbaikin reloadnya",0
"Baik saat pemesanan, login itu jadi lemot banget setelah di update, udah sekitar 1 jam tapi masih gagal untuk memesan karna loading padahal sinyal jelas bagus. fitur dulu lebih mudah untuk diakses walaupun yang saat ini tampilannya lebih fresh.",1
"Proses ganti jadwal kesulitan saat memilih reduksi",0
"Gara gara ada promo kemerdekaan cara mendapatkan tiket jadi susah,saat di search keterangannya semua tiket habis tapi kenapa pakai aplikasi selain KAI seperti olshop masih banyak stok nya Tolong untuk kejelasan slot kursinya diakuratkan lagi",0
"Ternyata harus restart hp setelah update aplikasi biar ga lemot",1
"Update malah jadi banyak sampahh, harusnya kereta api yang sudah soldout gak usah MUNCUL LAGI,, HARGANYA JUGA GAK PASTI PASTI, KENAPA GA HARGA PAS AJA YANG MUNCUL,, BENER-BENER BIKIN KESEL",0
"diperbarui bukannya update malah makin down, nyesel bgt w perbarui buka apk ditunggu berjam jam ga jalan bahkan seharian pun tetep ga jalan ðŸ˜­",0
"Baru kali ini kecewa, update yang terbaru bukannya semakin bagus, malah semakin lambat. Mau login harus nunggu lama, mau pesan tiket jadi susah. Mohon untuk segera ada solusinya ðŸ™",0
"Ini setelah d update kenapa aplikasi nya jadi lemot banget min,bahkan logout sendiri,pas mau masuk jdi gk bisa masuk keterangan nya ""failed request"" padahal udah biasa dulu pake KAI acces, tolong donk klo memang harus pake aplikasi,aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini.",0
"Diskon apaan??",0
"Lemot saat masuk menu. Saat lemot kadang akun sudah log out, lalu saat masuk lagi sudah log in.",0
"Aplikasi kai akses barusan tadi update pas udah beres update pas login/memasuki email loading terus waktu yang lama beda dengan versi sebelumnya tidak ada bug atau lemot padahal jaringan kami tidak mungkin gk bagus ... Secepatnya di perbaiki karena besok ada keberangkatan lokal ke bdg timur",0
"Dih gemes banget sama aplikasi KAI yang sekarang kenapa sih pake di rubah segala enak yang dulu sekarang lemot pollll fitur2nya juga gak jelas , jelas an yang dulu please deh kembalikan aplikasi kai yang dulu aja ðŸ§ðŸ§ðŸ§ðŸ§",0
"mines sekali aplikasi sekarang mau upgrade aja susa,,, sebelum update bisa pesen tiket udah update ga bisa pesen harus join member basic,, giliran mau join ga bisa",0
"Baru buka apk aja kok udh lemot ya? Padhal udh di upgrade",0
"Setelah update aplikasi jadi lemot sekali, sering tiba-tiba log out sendiri, susah saat mau membeli tiket dan menyulitkan saat boarding",0
"Jelek...benar2 jelek..saya sampai ga bisa kerja tetap waktu karena sulitnya pesan tiket dari aplikasi ini...mending balikin ke yang sebelumnya..ga ribet..yang ini loadingnya bikin darah tinggi...",0
"Aduh repot banget sih, tiket saya hilang karena gak bisa masuk ke akun lama",0
"Bikin aturan seenaknya ya. Bikin update tapi masih banyak bug, jadi saya gabisa pulang pakai kereta! Harusnya kalo aplikasi ada update gini ada aturan sementara untuk bisa beli tiket di konter untuk berapa minggu sampai aplikasi stabil. Coba liat sekarang. Karena cuma ada satu perusahaan yang punya kereta jadi seenaknya aja bikin aturan. Tau ga sih efeknya? ADA YANG GA BISA PERGI/PULANG PAKE KERETA KARENA MASALAH APLIKASI. Ngerti ga itu tuh vital? Mending cari alternatif transportasi lain skrng",0
"Aplikasi nya sangat lemot... Saya batal terus saat mau bayar karna loading nya lama sampai waktu limit pembayaran nya habis",0
"Apa sii kenapa makin ancur ni apk ga bisa di akses lama loading nya",0
"KAI access yang udah di update banyak errornya",0
"Log in sulit, lelet banget, udh susah login sekali masuk logout lagi hadeuuh",0
"Tampilan Pencarian kereta, tiket yang sudah habis kenapa tetap muncul malah jadi PHP buat calon penumpang.",0
"Aplikasi gag berguna setelah diupdate,,,parahhhhh",0
"APLIKASI LEMOT PARAH!!!!! BANYAK MENU MENU GAK PENTING, FOKUS JUAL TIKET AJA JANGAN ALIH FUNGSI LAINYA!!!!!",0
"Semenjak update aplikasi lemot tampilan membingungkan. Kereta yang penuh masih muncul",0
"Jadi lemot bgtt, enakan pake apk sblm diupdate",0
"setelah di update ke versi lama saya jadi harus pesen tiket kalau di tempat yg ada wifi nya soalnya pake provider gak pernah bisa ngbug mulu.. malah kadang minta temen pesenin tiket karna dia masih versi lama belum di update.. jadi sering pake tiket yg di screenshoot gara2 perkara aplikasi ngbug.. padahal saya tiap hari naik kereta buat kerja mesti beli online udah gak bisa offline.. tolong perbaiki lagi sudah banyak yg komplain harusnya cepat dibenahi.. terimakasih..",1
"Lemot..!! Mau mesen tiket lokal aja lama loading nya! mesen harus online tapi apk nya lemot parah. udah sulit jadi makin dipersulit",0
"Gak bisa masuk, plat merah loh jangan dibuat mainan",0
"Angel, Sulit, Susah, Rumit... sudah klik Lanjutkan... gak jalan-jalan sampai waktunya habis",0
"Bagus, setelah update aplikasi nya jadi lebih stabil dan tampilan nya yang efisien",1
"Mau login ga bisa,, lemot cuma muter aja ðŸ¤¦ðŸ¤¦",0
"kalo segalanya mau online harusnya aplikasinya disiapin dulu sampe mateng jauh dari bug, lemot, ini aplikasinya aja belum optimal banyak bug, susah masuk, lemot ko udah maen harus beli online aja kasian orang yang mau naik kereta dibikin ribet engga jelas, bumn kerjanya ko gini",0
"Tetap Update..Mudah Digunakan. Berikan Kami Pelayanan yang terbaik.",1
"Pliss KAI segera perbaiki apknya secepatmyaaaaa! , setelah updet bnr bnr apk tidak membantu! Apalagi beli tiket lokal hrus pake apk gk bisa ots. Pas mau beli malah lemooootttt banget, sangat percuma penampilan bagus tapi gak fungsional. Tolong banget segera perbaiki, tadi pagi saya telat naik kereta dan gk jadi naik gra gra lemot apknya!! Lemotnya di semua mau pas log innya. Milih tiketnya, pembayaran dll. Dikasih waktu 5 mnit buat bayar tapi waktunya abis sama loading, udh ganti provider ttp.",0
"1. Ribet. Jadwal yg habis tidak lgsg off, tp harus dibuka dulu baru muncul jam keberangkatan buat dilihat masih ada atau nggak. Gak efisien nyari jam yg masih ada bangkunya. 2. Lemot. LEMOOOOOT BANGET, selesai iai data diri mau pilih kursi loadingnya lama banget.",0
"Tampilan baru malah makin lemot parah aplikasi nya...",0
"Sudah transaksi Qris sukses tiket buat besok PP tapi ngk ada di aplikasi bordingnya. Membingungkan aplikasinya",0
"Kok tambah lemot, mau top up malah eror.",0
"Makin di upgrade. Malah lemot Ga bisa pilih kursi terus setiap buka aplikasi suruh login terus",0
"Aplikasinya jadi ngaco begini, mau cari nama kota & stasiunnya jd susah",0
"Tujuannya apa, nampilin promo, tp tidak, tersedia, lebih bagus dan mudah versi sebelum nya.",0
"Saya kasih bintang 1 dlu krn Upgrade aplikasi terbaru sangat lemot susah dioperasikan tdk spt aplikasi sebelumnya pdhl saya pengguna aktif tiap mgg pst pakai aplikasi KAI jd hapal bgt perbedaanya dg aplikasi sblmnya, saat memilih kereta loading super lama dan menampilkan kereta yg tiketnya sdh hbs diletakkan berurutan dg yg msh shg jd pengecoh, kalau mau lounching aplikasi terbaru mgkn bisa diuji coba terlebih dahulu biar lbh mermanfaat drpd keribetannya",0
"Sekelas aplikasi pemerintah jeleknya minta ampun, server jelek",0
"Mendingan kemaren, update malah ga jelas",0
"PECAT UI/UX DESIGNERNYA SUMPAH !!! UI bagus tapi UX jelek, UI/UX designernyagausah ngide dah modal bagusin tampilan tapi user journey ga diperhatiin makin ribet, belajar lagi UI/UX nya :v",0
"Mau masuk lemot, proses ke pembayaran juga lemot, sampai- sampai waktu pembayaran habis. Perbaiki lah ini aplikasi parah super lemot dari segala2nya",0
"Diupdate kok malah ga bisa beli tiket ya... muter terus... tolong kedepannya jagan UI nya aja yg diperbaiki... mending versi yg lama.. versi yg baru jelek banget performanya..",0
"Lah kenapa sudah update malah makin ribet dan susah diakses.. Mohon diperbaiki min",0
"Jadi ribet gini",0
"Di perbaharui malah susah di buka.nyusahin....",0
"Setelah di update dan tampilan baru malah lebih ..parah bug ny..loading lama....lemot..malah setelah update data nik berubah gmn ini team ...IT ny",0
"Bagusan aplikasi lama. Pilihan reduksi tidak muncul. Dari segi visualisasi ,membagongkan tdk enak dilihat dan sulit dipahami. User interface tuh jangan ramai banget warnanya. user suka yg simpel. Apakah sblm launching tdk di uji dan analisis dulu ke user sampel. Balik kayak yg lama aja, simpel. Kl pun mau tambah fungsi, ya jangan diubah tampilannya semua.",1
"INI BAGAIMANA APLIKASI BARUNYA KOK ERROR? SAYA MAU PESAN TIKET JADI GABISA, GARA2 TIAP MAU BAYAR SELALU TIME OUT PADAHAL BARU SAJA DI KLIK TIBA2 SUDAH TIME OUT, SAMPAI SAYA LOGOUT DAN UNINSTALL ULANG TETEP GABISA, MAU HAPUS AKUN SAJA SEKALIAN JUGA GABISA, ALASANNYA KARENA ADA TIKET PERJALANAN YANG BLM SELESAI PDHL TIDAK ADA SAMA SEKALI WONG MAU BELI TIKET BARU AJA GABISA KOK.. GIMANA DONG INI SOLUSINYA? JADI SUSAH MAU BELI TIKET HARUS NYURUH ADEK SAYA PAKAI AKUNNYA",0
"setelah update tambah lemot pak",0
"D suruh upgrade ke basic tp ""idnum already exist"" itu gmna min. Kesel jg lama2",0
"Mohon maaf setelah update akses menjadi lebih lambat, tidak seperti pada aplikasi sebelumnya. Saat memilih kursi timeout menunggu lama sekali. Menghabiskan banyak waktu",0
"Sangat buruk saya telat 2 menit uang gabisa di refund malah hangus,jadi 200rbu cuman beli angin",0
"Aplikasii kai setelah diupdate sangat sangatt jelek operasional yang lambat,beda sama aplikasi sebelum diupdate operasionalny lebih cepat,dan sekarang aplikasinya sangat sangat mempersulittt saya harap aplikasi ini bisa ditindaklanjutiiiiiii!!!!!!!!!!!!!!!!!",0
"Bikin aplikasi kok sampai g bisa di akses/eror. Sampai hampir g bisa dapat tiket di aplikasi gara"" eror. Akhirnya ya manual di stasiun.",0
"Tolong dong kalo update aplikasi blm bisa maksimal jangan di paksain Udah kembali aja di jalan batu Buka aplikasi aja susah bgt berak kaya bawa gunung",0
"Upgrade biar makin meningkat ini malah tambah parah, lemot dioperasikan. Gimana sih, malah mempersulit.. Hubungi lewat sosial media lain no respon. Parah banget.",0
"Makin kesini makin menyusahkan",0
"LEMOTTT POOOLLLLLLLL APLIKASI STUCK DI LOGO AJA, GABISA DIBUKA",0
"Sejak diperbarui makin ribet.. Pesen tiket gabisa sat set.. Sering lemot.. Susah pesen tiket tertulis habis padahal real nta tiket masih tersedia.. Susah beli tiket di aplikasi skrng.. Hhh.. Balikin ajasih kek yg lama biar gak mempersulit pengguna.. Thx",0
"setelah aplikasi di update malah makin sulit diakses",0
"Setelah update ke logo baru kok malah jadi makin parah ya. 1. Untuk masuk ke aplikasinya lama banget dan kadang logout sendiri 2. Saya mau pesen tiket kereta tp gak update akhirnya pesen via KAI web 3. Gak bisa buka tiket, padahal belom semua stasiun bisa pake face recognation jadi tetep harus liat kode booking, sedangkan untuk masuk ke aplikasinya aja susah Tolong dong diperbaikin lagi, kenapa masih bagus versi lama.",0
"Masih user friendly aplikasi yang lama",1
"Jadi lemot banget.",0
"Banyak masalah sma bikin akun, minta di perbaiki sistem nya maaf",0
"Perlu banyak perbaikan....",1
"Lemot",0
"Setelah update kok malah makin lemot yah, mau buka aplikasinya aja loading terus",0
"Kita butuh buat beli tiket aja jangan ditambahin yang aneh aneh, jadi lemot banget.",0
"Kenapa setelah di update jadi lama mau buka apknya. Gak cuma itu, mau pencarian juga lama, mohon ditingkatkan lagi biar tidak ada kendalaðŸ™",0
"knp mau masuk aja susah bngt sih klo yg versi lama bner2 canggih.....",0
"BURUKKKKKKKK!!!!",0
"Kok malah jadi ribet ya min kalo mau cek jadwal Commuter line. Lebih enak aplikasi sebelum nya",0
"Gara gara update lemot bangattt",0
"Kurang faham fitur baru jelek menurut saya sih",0
"Aplikasi nya blm memuaskan masa loading terus sih masa mandang provider kartu. Tolong dong di tingkan lagi sama meraka kesusahan pake aplikasi ini",0
"Malah engga ada jadwal setelah update. Aplikasi payah",0
"benerin dulu sistemnya",1
"Saya mau lihat jadwal kereta sekaligus pesan tiket sulit untk d buka.g tau..g jelas.padahal sblmnya juga mudah.pdhal urgent..",0
"Aplikasi diperbarui kok malah makin susah buat masuk. Tiap masuk selalu bendal atau kalau bisa masuk, mutarnya lama. Tulung diperbaiki servernya juga.",0
"Aplikasi lambat banyak BUG",0
"Di update bukan nya makin bagus.. ini malah makin buruk,makin bapuk,makin down..",0
"Luar biasa",1
"Lemot, udah bayar tiket, tapi ga muncul",0
"Kenapa KAI access diperbaharui otomatis? Dan malah jadi tidak bisa dibuka sama sekali",0
"lama yaa",0
"Versi terbaru super lelet, big noooo",0
"Diupdate bukannya makin baik malah makin lemottt, udah gitu tiap buka disuruh login terus tuh konsepnya gimana sii?? Mana loginnya ga jelas LEMOTT PARAHHH HUU PERBAIKI DONG TOLONG",0
"bagus dan keren, catatan untuk pengguna jika hanya untuk lihat jadwal atau lainnya sebaiknya akses lokasinya di non aktifkan dulu",1
"BURUK!!!!!! BUKANNYA MEMPERMUDAH,MALAH MEMPERSULIT!!!!",0
"nih servernya gmana ya? lemot bener",0
"Lemooot,padahal yg lama cepet bgt begitu update lemoooot,ud dicoba berkali2 tetep aja, tolong segera perbaiki dong pt kai",0
"Tampilan baru mengecewakan l..Mau bayar knp kadaluarsa terus sih..",0
"makin upgrade malah makin lemotttttttttt!!!!",0
"Saya kira hanya terjadi di saya, namun banyak juga yang mengeluhkan kalau kai access yg sekarang agak lebih ribet dari versi sebelumnya. Mohon maaf admin, jujur saya merasa kai access yg sekarang terlalu mirip dengan aplikasi travelling yg lain. Saya apresiasi penambahan fitur seperti ka lokal, krl, dan kcic. Namun penambahan fitur lain seperti hotel dan bus, menurut saya membuat kai access kehilangan identitasnya sebagai kai access",0
"Pembatalan tiket kereta melalui KAI access dipotong 25% sudah itu proses refund 45 hari baru akan ditransfer balik dan giliran pembatalan reservasi hotel melalui KAI access diarahkan untukmenghubungi traveloka, pihak traveloka sudah dihubungi dan setuju serta mengkonfirmasi reservasi dibatalkan tanpa pinalti namun untuk pengembalian dana nya diarahkan menghubungi tempat awal melakukan pemesanan yaitu KAI access, di aplikasi KAI access tidak ada sama sekali opsi chat minta bantuan.",0
"Dulu sebelum di update jaringannya lancar sekarang Setelah update kok lebit lemot ya. Kemarin saya mau pesan tiket sampai memakan waktu 20 menit di ind***** buat menunggu kode keluar. Sampai saya 4 kali percobaan baru bisa. Mohon kepada Developer KAI untuk memperbaiki jaringannya. Terimakasih",0
"Wkwkwkwk afaan sekelas perusahaan bumn ga mamfu bikin aplikasi bener bukannya mempermudah tapi malah mempersulit. Cuihhhhh",0
"Woi admin balikin ke aplikasi lama lah.. lemot banget aplikasi update baru.. Setelah update malah makin tdk user friendly, filter hanya ada 1 pilihan (dulu bisa by waktu, harga, dan kelas), pilih kursi juga hrs scroll atas bawah (dulu 1 layar tampak semua), hadeuh bukannya makin maju",0
"Nyesel upgrade ke versi baru,berkali2 coba masuk tetep aja g bisa login",0
"Kenapa ya aplikasi nya lemot bangt loading nya lama pula gak kaya aplikasi yang sebelum nya di rubah ketambah suka tiba2 keluar sendiri dan harus login bekali kali",0
"Diperbarui bukanya malah lebih baik malah menyusahkan. Mau upgrade ke basic pake akun yang lama muncul tulisan email dan no hp sudah out. Bintang 1",0
"Update terburuk buat apk...",0
"Promonya aja rame gililran aplikasi di buka ngeleggg, naruh uang di saldo KAI juga gak berguna. Mending go show di loket.",0
"Versi baru lebih lemot ... loadingnya lama akses masuk aplikasinya, bgt jg berpindah menu dll ... mohon segera diupgrade",0
"ini ga di testing dulu apa gimana sih pas mau deploy ke prod, masa setelah di update ke UI baru aplikasi malah ngelag gak bisa digunakan sama sekali, lemot parah",0
"Aplikasi jadi semakin susah dimengerti... Untuk cek jadwal krl aja ga detail seperti sebelumnya...lemot...malah jadi jelek",0
"Loadingnya lama. Tiba-tiba keluar sendiri dari aplikasi. Lebih enak versi lama.",0
"saran untuk para pengurus di KAI ..ini zaman sudah modern segala hal digital sudah serba cepat . ini masa saya batal kan tiket, pengembalian dana nya nunggu 30-45 hari.???? sekalian aja setahun baru tf dana nya .",0
"Abis di update malah makin lemot banget",0
"Setelah update semakin lemot ya, ada solusi kah?",0
"Ini setelah di upgrate mlh gak bisa login mulu.,masih sma sudah dicoba beberpa kali login,,kai acces tidak menanggapi",0
"Updetan versi terbaru bukanya makin bagus malah jadi buruk! Lemot banget, bukan mempermudah malah mempersulit! Serasa downgrade ke versi lama",0
"Idready, trs waktu dftar akun basic, ruwet, dr kmrn ga bisa2 sampek ganti nmr tetep g bisa, jadi g bsa pesen tiket deh",0
"Setelah update malah lemot, susah melakukan pemesanan, tolong diperbaiki",0
"Setelah di update malah makin susah Untuk metode pembayaran hanya ovo, pembayaran lewat link aja, dana malah di hilangkan",0
"Aplikasi Di update malah step by step lemooottttt bangetttttttt yaAllah gimana kalau yg buruÂ²ðŸ¥º waktu pembayaran juga abis sama lemotnyaaaaaaaaa!!!!",0
"Setelah upgrade terbaru, sangat disayangkan program ny berubah dan menjadi kurang memuaskan. Mohon kpd pihak pemilik kayak ny lebih mudah aplikasi yg sblum nya.",0
"Promo elit server sulit, dari dulu kok tetep aja. Diketawain sama ojol noh server anda.",0
"Mantp",1
"Pas mau buka susah masuknya. Loding lama banget Masih relatif efisien yg lama.",0
"Kenapa di upgrade malahbikin lama bukanyav",0
"Menjadi Tidak Simple .",0
"Aplikasinya membingungkan setelah di upgrade,mau cari kereta aja ga bisa n aplikasinya lemottttttâ˜¹ï¸",0
"Setelah di update malah makin buruk, mau log in buffering terus sampe berapa puluh menit padahal kondisi jaringan bagusðŸ‘Ž sumpah aplikasi nya enakan yg dulu sebelum update",0
"APK BERAT BANGET. BENERIN LAH MAU PERGI PERGI NAIK KERETA JADI SUSAH. UPDATE MALAH BIKIN APK RUSAK",0
"Aplikasi nya kok jadi jelek banget sihh",0
"Update aplikasi baru jadi kacau balau sumpah najis dah",0
"perbaikin apknya buruk sekali masa mau pesan ka lokal tidak bisa terus",0
"lama2 makin lemot, tiba2 time out padahal tinggal bayar doang!!!!",0
"Aplikasi kalo belum matang mending jangan di publis dulu",0
"inii gimana yaa, disuruh daftar member basic tp malah gabisa katanya email dan nomor sudah terdaftar, padahal sebelumnya belum pernah daftar member basic",0
"0 nambah parah aplikasinya ðŸ¥²",0
"Semakin lemot. Sampah",0
"Aplikasi di update tapi malah bikin masalah dak bisa login 'sign failed'. Coba lupa password masih tetap. Sudah telpon kai 121 dikasih password standar tetap saja. Benar2 menghambat, bukan malah perbaikan. Sebelum diganti harusnya uji coba dulu. Padahal harus segera booking tiket. Dan sudah banyak penilaian 1 bintang tetap saja aplikasi belum diperbaharui sampai sekarang.",0
"Setelah di update menjadi down",0
"Bagus",1
"Mentenaince kah? Semenjak update jadi gabisa masuk apk lemottt ngebug , udh tau urgent mau cepet"" pesen tiket, lain kali bagusin dulu apk nyaaa baru suruh penumpang beuli online babi",0
"Semenjak update terbaru malah makin parah dan lemot, update bukannya makin bagus malah makin buruk. Tolong dong diperbaiki masa saya mau pesen Tiket 3 jam ngk kelar kelar failed terus, masih bagusan KAI acces daripada ini. Mohon agar segera diperbaiki, jadinya menghambat orang untuk bepergian dengan kereta kalau seperti ini",0
"Aneh d update bukanya tambah cepet tp tambah lemot, sy kira jaringan ternyata mmg lemot aplikasinya....ni gr2 d korup sm org bumn, cari proyek buat komisaris",0
"Di update, bukannya semakin bagus, semakin lemmot... ðŸ˜©ðŸ˜©ðŸ˜©",0
"Terlalu diulang ulang",0
"Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..",0
"Top markotop",1
"Versi terbaru, tapi makin buruk. Login via email dan no hp tetap aja muter sampe berkecambah",0
"Lemottttt,freeze, udah di update koq malah parahhh",0
"Biasanya update itu untuk mempermudah,ini malah kebalikan nya,mempersulit,lemot ga ktulungan,harus log in dri awal,data smua hilang",0
"Saya suka kereta",1
"Dah update ga bisa di buka,, nge leg",0
"Parah nih layanan aplikasi ini. Lama banget loading buat dapet kode otp, apalagi saat login masuk. Masa aplikasi setingkat pelayanan masyarakat gini amat. Kaga profesional operator nih aplikasi. Pake di blokir segala lagi buat dapetin otp karna muncul2.... ðŸ‘ŽðŸ‘Ž",0
"Upgrade malah lemot, interface enak yg lama. Mo beli tiket malah jadi susah, mohon di perbaiki. Pengguna setia KAI tiap weekend",0
"Dah lah bikin pusing, udah bener2 apk lama ngapain jadi update kek t*i",0
"Jadi sulit dalam login dan ga prnah muncul tampilan pemesanan tiket",0
